video_id,video_title,description,published_at,channel_id,channel_title,video_category,video_view_count,like_count,comment_count,duration,region,video_url
WMPp7gR67wg,GS25초코쿠키브라우니 카라멜쿠키브라우니 #GS25 #브레디크 #시리즈 #초코쿠키 #카라멜쿠키 #브라우니 #초코쿠키브라우니 #카라멜쿠키브라우니 #GS신상 #편의점신상 #신상디저트,"GS25 신상 
브레디크 초코쿠키 브라우니
브레디크 카라멜 쿠키 브라우니

브레디크 초쿠쿠키 브라우니
🍪 칼로리 295kcal 가격 2,000원
현재 GS25에서 10%할인해서 1,800원에 팔고 있어요
GSPay결제 시, 1+1 (브레디크 빵 교차가능)
🍪 듬뿍 올라간 초코쿠키 조각
🍪 ​바삭하지는 않은 쿠키식감
🍪 입자가 굵은 포슬포슬 브라우니
🍪 씹으면 살짝 쫀득한 식감
🍪 진한 초코맛

브레디크 카라멜 쿠키 브라우니
🥮 칼로리 300kcal 가격 2,000원
현재 GS25에서 10%할인해서 1,800원에 팔고 있어요
GSPay결제 시, 1+1 (브레디크 빵 교차가능)
🥮 카라멜 쿠키 조각이 듬뿍 올라감
🥮 ​카라멜 쿠키향이 나요
🥮 부스러지는 질감의 브라우니
🥮 카라멜 특유의 쌉쌀한 맛, 약간의 시나몬맛이 나요
🥮 초코맛이 진하게 나고 씹을 때는 쫀득
🥮 카라멜 브라우니가 좀 더 좋은 의미의 색다른 맛의 느낌",2024-03-22T06:56:11Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,581,7,0,PT55S,KR,https://www.youtube.com/watch?v=WMPp7gR67wg
5x9_3V1GA3Q,GS25치엔바오피넛크림&딸기샌드위치 #GS25 #치엔바오 #피넛크림 #딸기잼 #피넛크림딸기 #샌드위치 #피넛버터크림 #간식 #GS신상 #편의점신상 #신상디저트,"GS25신상
☕ 치엔바오 피넛크림&딸기 샌드위치
☕ 칼로리 220kcal 가격 2,400원
현재 GS25에서 10%할인해서 2,160원에 팔고있어요
☕ 삼각형 식빵 샌드위치에 피넛크림, 딸기잼, 피넛크림 순으로 샌드
☕ 피넛버터 맛이 강하게 나다가 피넛만 덜 해질때쯤 딸기잼맛이 은은하게 나요
☕ 피넛버터의 느끼함을 딸기잼의 상큼함이 잡아줘서 밸런스가 맞는 느낌
☕ 가볍게 기분전환 간식으로 먹기 좋은양",2024-03-22T04:35:17Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,510,3,0,PT30S,KR,https://www.youtube.com/watch?v=5x9_3V1GA3Q
Bm-nK-6Guyg,슈가로로코코제로포도리치 #GS25 #슈가로로 #코코제로 #포도맛 #리치맛 #제로음료 #제로 #저당 #무설탕 #모구모구 #제로버전 #코코넛젤리 #나타드코코 #GS신상 #신상음료,"GS25신상
🍇 슈가로로 코코제로 포도
🍇 칼로리 12kcal 가격 2,500원
🍇 코코넛젤리 가득한 붉은음료
🍇 폴라포 포도맛 음료에 쫄깃한 코코넛젤리
🍇 12kcal가 믿기지 않는 달달함
🍇 제로음료 특유의 깔끔한맛
🍇 모구모구 포도맛 제로버전 같아요

🥥 슈가로로 코코제로 리치
🥥 칼로리 8kcal 가격 2,500원
🥥 코코넛젤리 가득한 불투명 하얀음료
🥥 리치맛 음료에 쫄깃한 코코넛젤리
🥥 8kcal가 믿기지 않는 달달함
🥥 모구모구 리치맛 제로버전 같아요
🥥 리치맛이 제로음료 아닌 맛 구현 더 잘한듯해요 갠적으론 리치맛이 더 맛나요!",2024-03-22T03:47:10Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,801,17,1,PT46S,KR,https://www.youtube.com/watch?v=Bm-nK-6Guyg
DNc72PBxg5o,gs25쫀득샌드쿠키 쿠앤크#GS25 #쫀득샌드쿠키 #샌드쿠키 #쿠앤크 #샌드 #쫀득 #크림치즈 #쿠키앤크림 #쿠키 #GS25신상 #편의점신상 #디저트신상 #신상디저트,"🍪 GS25 쫀득샌드쿠키 쿠키앤크림
🍪 칼로리 380kcal 가격 2,600원
🍪 ​쿠키앤크림 향과 맛이 찐한 쿠키
🍪 쫀득쿠키 이름답게 쿠키가 쫀득하고 꾸덕한 맛 포슬포슬 쿠키질감도 미묘하게 살아있어요
🍪 달달하고 찐해서 당 충전용으로 딱!
🍪 추천이요!",2024-03-15T09:15:51Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,2150,34,1,PT29S,KR,https://www.youtube.com/watch?v=DNc72PBxg5o
YWXJ3hRHmqw,연리희재xGS25 쿠키앤크림볼떡 #쿠키앤크림 #연리희재 #GS신상 #편의점신상#GS25 #쿠키앤크림볼떡 #쿠앤크 #볼떡,"🙈연리희재 x GS25 쿠키앤크림볼떡
🙈 298kcal / 가격 4,000원
🙈 떡은 6알 들어있어요~!
🙈 몰랑말랑한 떡에 탄력 좋고 적당한 크림양~!
🙈 식감 괜찮고 크림의 어우러짐도 나쁘지않지만~! 쿠키앤크림 맛이 강하게 나지는 않네요 😢",2024-03-09T14:29:12Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,628,6,1,PT32S,KR,https://www.youtube.com/watch?v=YWXJ3hRHmqw
LsImfFNOWSE,덴마크드링킹 사과 딸기샌드 #CU #세븐일레븐 #GS25 #이마트24 #사과 #딸기 #베리믹스 #블루베리 #크림샌드위치 #덴마크드링킹요구르트 #요구르트 #편의점신상 #신상디저트,"CU · 세븐일레븐 신상
덴마크드링킹요구르트
사과크림, 딸기크림 샌드위치
🍏 사과크림 칼로리 460kcal 가격 2,800원
🥭딸기크림 칼로리 464kcal 가격 2,800원
🍏 샌드위치 빵 두 조각씩 들어있어요
🥭 보통 식빵에 크림 샌딩된 빵
🍏 요거트 과일맛답게 상큼달달 냄새
🥭 ​빵은 우리가 아는 보통 질깃한 식빵식감에 촉촉함 살아있는 느낌
🍏 요거트 크림이라 상큼하고 상쾌한 맛
🍏 달콤한 사과잼, 사과 조림 다이스가 더해져서 달달 상콤한 맛
🥭 ​딸기샌드는 상큼한 요거트에 딸기잼 더해진 필링
🥭 보기엔 딸기잼 양 적어보이는데 요거트보다 딸기잼 맛이 더 강해서 괜찮아요!
🥭 전체적인 필링양도 적지않고 적당

🍏 덴마크 시리즈 더울 때, 상큼달달 시원한 빵 디저트 먹고 싶을 때 먹으면 딱 인 거 같아요!
🥭 이번주 CU에서 사과크림, 세븐일레븐에서 딸기크림,GS25에서 베리믹스, 이마트24에서 블루베리맛 출시했으니 원하는 맛 찾아가세요!",2024-04-28T09:11:42Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,356,9,1,PT1M,KR,https://www.youtube.com/watch?v=LsImfFNOWSE
PSRFm11uWBo,GS25 깜자햄크림치즈머핀 #GS25 #깜자햄크림치즈머핀 #햄크림치즈머핀 #깜자 #잉글리시머핀 #머핀 #햄크림치즈 #식사대용 #GS25신상 #편의점신상,"GS25신상
🍞 깜자 햄크림치즈 머핀
🍞 칼로리 270kcal 가격 2,800원
GS25에서 10%할인해서 2,520원
🍞 깜자 띠부씰도 들어있어요!
🍞 전자렌지에 돌리니까 풍미 좋은 빵 냄새
🍞 ​잉글리시 머핀은 폭신 쫄깃 식감
🍞 햄크림치즈 안에 작은 다이스 햄과 삼각 스모크햄
🍞 다진마늘과 다진 파가 있어서 느끼하지 않아요
🍞 감자 햄크림치즈 필링 부드럽고 고소 담백하고 삶은 감자 다이스가 아삭아삭 씹혀서 식감도 좋아요
🍞 고소담당 크림치즈와 마요, 느끼함 잡아주는 다진마늘과 파, 다이스햄과 삼각햄, 부드러운 필링과 사각사각 감자의 식감변화까지 디테일이 살아있는 빵!
🍞 맛의 디테일이 좋은 빵 굿굿!",2024-04-28T06:42:36Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,188,0,0,PT57S,KR,https://www.youtube.com/watch?v=PSRFm11uWBo
F197QQh0-FQ,GS25 스팸마요브레드 #GS25 #스팸마요브레드 #스팸마요 #스팸 #마요 #짭짤고소 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🍔 스팸마요 브레드
🍔 칼로리 405kcal 가격 2,300원
GS25에서 10%할인해서 2,070원
🍔 매끈한 표면에 촉촉한 촉감
🍔 빵피가 너무나 많아 보이고 내용물은 거의 안 보이는 이 비주얼
🍔 빵피가 마냥 퍽퍽한 스타일은 아니고 수분감 적당히 있는 살짝 달달 고소한 맛 빵피는 나쁘지 않아요!
🍔 ​짭짤한 스팸이 있어서 내용물이 빵피랑 같이 먹을 때 맛의 간이 중화, 그래서 빵피가 많고 내용물이 적은 거 같기는 해요
🍔 부드러운 스팸과 톡톡 씹히는 옥수수의 식감 변화는 굿!
🍔 스팸 클래식 가득이라고 포장지에 적혀있는데 그건 아닌거 같아요🤔 
빵피가 훠얼씬 많아요",2024-04-28T05:34:59Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,613,6,0,PT48S,KR,https://www.youtube.com/watch?v=F197QQh0-FQ
gjU9QVr5__0,GS25달롤우유달미롤 #GS25 #달롤우유달미롤 #달롤 #우유 #달미롤 #쌀케이크 #글루텐프리 #유크림 #깔끔한맛 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🥛 달롤 우유 달미롤
🥛 칼로리 203kcal 가격 3,600원
GS25에서 10%할인해서 3,240원
🥛 글루텐프리 전문 베이커리 달롤빵
🥛 쌀가루로 만든 글루텐 프리 롤케이크
🥛 꽤 크림이 많아보이고 보기엔 입자가 거칠어 보여요
🥛 촉촉한 스타일의 빵피
🥛 입자감 살아있는 스타일이라 완전 고운 질감은 아닌데 포슬하지만 부드럽게 녹는 빵
🥛 ​쌀케이크라 구수한 맛
🥛 미끄덩함없이 크림은 사르르 녹는 스타일
🥛 전체적으로 맛이 뒷끝없이 아주 깔끔한 맛의 달달한 롤케이크
🥛 굿굿!",2024-04-27T00:48:04Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,284,6,0,PT41S,KR,https://www.youtube.com/watch?v=gjU9QVr5__0
Udp2sxD8SZc,GS25솔티밀크붓세 #GS25 #브레디크솔티밀크붓세 #붓세 #브레디크 #솔티밀크 #솔티 #생크림 #우유붓세 #히말라야핑크솔트 #단짠단짠 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🥛 브레디크 솔티밀크붓세
🥛 칼로리 186kcal 가격 1,800원
GS Pay 결제 시 브레디크 빵 2+1 (교차가능)
🥛 겉은 다쿠아즈스러운 비주얼
🥛 달달 계란 바닐라 향나는 빵냄새
🥛 히말라야 핑크솔트가 콕콕 박힌 크림
🥛 누르면 폭폭 눌리는 느낌
🥛 붓세답게 쫀득함없이 툭하게 갈라지고 입안에서 스르륵 녹는 느낌
🥛 ​겉표면 살짝 거칠고 속 부드러운 꽤 달달한 카스테라스러운 맛
🥛 크림양 꽤 많은 편
🥛 우유향나고 부드러운데 알갱이가 씹히는 식감
🥛 달달한 크림에 꽤 짭짤한 맛이 느껴지는 단짠 크림맛
🥛 솔티라고하고 솔티하지 않은 빵들 많은데 이건 정말 단짠해요",2024-04-27T00:29:05Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,22,956,19,0,PT45S,KR,https://www.youtube.com/watch?v=Udp2sxD8SZc
Ku0cTcFX-Es,GS25 깜자한입마들렌 #GS25 #깜자한입마들렌 #한입마들렌 #깜자 #마들렌 #한입 #한입간식 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🍞 깜자 한입 마들렌
🍞 칼로리 60kcal 가격 800원
GS25에서 10%할인해서 720원
🍞 많이 조그마한 마들렌
🍞 쉽게 톡 끊기는 식감 
🍞 ​수분감 꽤 있어서 퍽퍽하지 않아요
🍞 입안에 들어가면 포슬한 입자가 해체되서 부드럽게 녹아서 스윽 사라지는 빵
🍞 계란 버터맛 많이나는 달달한 스타일 마들렌
🍞 정말 가볍게 먹기 좋을 듯한 한입빵",2024-04-26T23:18:37Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,642,4,0,PT33S,KR,https://www.youtube.com/watch?v=Ku0cTcFX-Es
QIs0ql4rZQo,GS25쪼꼬한입만카롱 #GS25 #쪼꼬한입만카롱 #초코마카롱 #마카롱 #쪼꼬한입 #초코 #달달 #겉빠속쫀 #디저트 #당충전 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🍫 쪼꼬한입만카롱
🍫 칼로리 65kcal 가격 900원
GS25에서 10%할인해서 810원
🍫 많이 조그마한 마카롱
🍫 달달한 초코향
🍫 손으로는 가르기 쉽지 않지만 먹을 땐 쉽게 씹혀요
🍫 가운데 들은 초코가 많이 달달하고
미묘하게 헤이즐넛 맛 나는 찐한 초코
🍫 가볍게 당충전하기 딱! 맛있어요!",2024-04-19T12:41:16Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,513,5,0,PT44S,KR,https://www.youtube.com/watch?v=QIs0ql4rZQo
qZlvXrRCJYI,냐한남자단팥크림빵 #GS25 #냐한남자 #춘배 #냐한남자단팥크림빵 #단팥크림빵 #크림빵 #단팥 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
냐한남자 단팥크림빵
🍞 칼로리 382kcal 가격 1,800원
GS25에서 10%할인해서 1,620원
🍞 빵마다 냐한남자 귀여운 춘배와 친구들 띠부씰도 들어있어요!
🍞 무난한 빵피에 적당히 달달 미끌한 크림맛
🍞 달달한 단팥이 많이 들어있는 빵
🍞 단팥양도 많고 단팥의 달달함이 강한데 크림이 살짝 맛을 부드럽게 중화시키는 느낌
🍞 가격대비 가성비가 좋아서 부담없이 사먹기 좋은 빵",2024-04-12T04:27:14Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,879,18,0,PT43S,KR,https://www.youtube.com/watch?v=qZlvXrRCJYI
EtvoJcaV4w0,브레디크마스카포네생크림롤 #GS25 #마스카포네생크림롤 #생크림롤 #브레디크 #마스카포네 #치즈생크림 #생크림 #촉촉한 #롤케이크 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🧀 브레디크 마스카포네 생크림롤
🧀 칼로리 298kcal 가격 3,200원
GS25에서 10%할인해서 2,880원
GS Pay 결제 시 브레디크 빵 1+1 (교차가능)
🧀 잘라진 롤케이크에 스푼 하나
🧀 달달 계란 바닐라 향나는 빵냄새
🧀 뉴질랜드산 마스카포네 치즈가 들어갔데요
🧀 빵이 손으로 잡고 먹기에는 정말 촉촉해서 스푼으로 먹는 게 맞아요
🧀 크림은 부드럽지만 살짝 묵직함이 있는 편
🧀 마스카포네 맛이 지배적이진 않고 
생크림 맛이 훨씬 강해요
🧀 근데 그냥 빵 자체가 달콤 촉촉 맛있어요",2024-04-12T03:13:50Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,1172,16,0,PT41S,KR,https://www.youtube.com/watch?v=EtvoJcaV4w0
u_r6CsPwd_k,성수베이글크림치즈 #GS25 #성수 #성수베이글 #성수베이글크림치즈 #크림치즈베이글 #베이글 #퍽퍽하지않아 #크림치즈양늘려줘요 #크림치즈 #GS25신상 #편의점신상 #신상빵,"GS25신상
성수베이글 크림치즈
🥯 칼로리 295kcal 가격 3,500원
GS25에서 10%할인해서 3,150원
🥯 크림치즈 발라진 베이글 하나
🥯 베이글치고 공기층이 느껴지는 빵피
🥯 식감은 부드럽고 버터향이 꽤 나요
🥯 빵피를 씹으면 씹을수록 단맛도 올라오고 퍽퍽하지 않은 베이글 스타일
🥯 크림치즈는 달달짭짤한 무난한 크림치즈 스프레드 맛
🥯 먹다보니 크림치즈 양이 좀 아쉬워요🤔",2024-04-05T08:23:17Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,2988,17,4,PT34S,KR,https://www.youtube.com/watch?v=u_r6CsPwd_k
XocqFy7WpCg,GS25 달롤 가나슈 달미롤 #GS25 #달롤 #가나슈달미롤 #가나슈 #쌀케이크 #글루텐프리 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🍰 달롤 가나슈 달미롤
🍰 칼로리 209kcal 가격 3,600원 GS25에서 10%할인 3,240원
🍰 투명 비닐에 싸여있는 크림많은 초코색 롤 케이크 한 조각
🍰 신선한 우유 크림 향이 나는 롤
🍰 ​카카오색 빵피에 크림이 듬뿍 들어간 롤
🍰 가운데 원형 초콜릿 덩어리도 포인트로 들어있어요
🍰 빵피는 촉촉한데, 결은 공기층 많고 거친 느낌, 맛은 달달한 초코맛
🍰 쌀가루 케이크라 버터 들어간 밀가루 빵에 비해 깊이감이나 농후함은 덜한 느낌
🍰 크림의 무게감은 가볍고 질감은 정말 부드러워요
🍰 크림 맛은 신선한 생 우유 크림 맛인데 적당히 달달해요 
🍰 생 초콜릿보다 좀 더 크리미한 질감의 초콜릿 덩어리가 크림 중간에 있어요
🍰 초콜릿 덩어리는 다크함에 가까운 밀크 초콜릿 맛
🍰 전체적인 맛이 꽤 달달한데, 굉장히 가벼운 맛의 이미지를 가진 롤 케이크
🍰 글루텐프리 케이크입니다",2024-05-31T07:13:32Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,909,16,0,PT58S,KR,https://www.youtube.com/watch?v=XocqFy7WpCg
8-O6MuWIcQQ,GS25 성수베이글 블루베리 크림치즈 #GS25 #성수베이글 #블루베리크림치즈 #블루베리 #베이글 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🥯 성수베이글 블루베리 크림치즈
🥯 칼로리 401kcal 가격 3,700원 GS25에서 10%할인 3,330원
🥯 갈색에 보랏빛 살짝 도는, 보라색 크림 발라진 베이글
🥯 블루베리가 빵피에도 섞여있고, 블루베리 향이 나는 빵
🥯 ​보라색 빵피에 블루베리 크림이 발라져 있어요
🥯 빵피는 은은하게 블루베리 향이나고, 식감은 적당히 쫄깃한 베이글
🥯 중간중간 씹히는 건조 블루베리가 한층 풍미 올려줘요
🥯 크림치즈의 식감이 정말 쫄깃해요
🥯 블루베리 잼이 섞인 크림치즈에 블루베리 청크도 들어있어요
🥯 다양하게 블루베리 맛을 느낄 수 있어요
🥯 달달한 블루베리 맛이 꽤 강한 베이글
🥯 크림치즈가 블루베리 맛에 많이 가려져 있고, 크림치즈 양도 조금 아쉬워요
🥯 퀄리티 자체가 나쁜 베이글은 아니예요",2024-05-31T04:59:43Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,2208,26,2,PT56S,KR,https://www.youtube.com/watch?v=8-O6MuWIcQQ
4VfqD5pj_lU,GS25매일우유생크림도넛 요거트 #GS25 #매일우유생크림도넛 #요거트 #요거트도넛 #매일우유 #상큼도넛 #디저트 #GS25신상 #편의점신상 #신상디저트 #new #dessert,"GS25신상
🍩 매일우유 생크림도넛 요거트맛
🍩 칼로리 263kcal 가격 2,900원
GS25에서 10%할인해서 2,610원
🍩 슈가파우더 살짝 뿌려져 있는 보통의 필링 도넛 모양
🍩 고소한 튀긴 도넛 향
🍩 빵피는 튀긴 도넛의 포슬 에어리한 질감
🍩 ​손에 기름기가 약간 묻어나는 스타일 도넛
🍩 빵피만 먹으면 고소함만 느껴지는 굉장히 담백한 맛
🍩 크림은 흐르지 않는 덩어리감 느껴지는 부드러운 제형
🍩 요거트맛 도넛 답게 플레인 요거트 맛이 메인인 크림
🍩 달달함 베이스에 요거트 특유의 시큼함이 느껴지는 맛
🍩 크림제형 요거트맛도 느껴지지만, 분말 플레인 요거트 맛이 스치듯 지나가요
🍩 크게 기름지지 않고 상큼한 맛 도넛 땡길 때 이 도넛 추천이요!",2024-05-24T02:53:51Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,1834,29,2,PT59S,KR,https://www.youtube.com/watch?v=4VfqD5pj_lU
cN_9RsETh9E,"GS25하와이안 마카다미아 카라멜쿠키, 초코칩쿠키 #GS25 #하와이안호스트 #마카다미아 #초코칩쿠키 #카라멜쿠키 #GS25신상 #편의점신상 #신상디저트 #new #dessert","GS25신상
🍪 하와이안 호스트 마카다미아 초코칩쿠키, 마카다미아 카라멜 쿠키
🍪 마카다미아 초코칩쿠키
칼로리 264kcal 가격 2,900원
GS25에서 10%할인해서 2,610원
🍪 마카다미아 카라멜 쿠키
칼로리 268kcal 가격 2,900원
GS25에서 10%할인해서 2,610원
🍪 초코향 많이나는 초코칩쿠키
마카다미아, 초코칩이 박혀있어요
🍪 카라멜향 많이나는 카라멜 쿠키, 마카다미아가 박혀있어요
🍪 ​초코칩 쿠키는 쿠키와 브라우니 중간 느낌의 코코아 쿠키 같은 맛
🍪 쫀득한 쿠키와 오독오독 마카다미아의 식감의 어우러짐이 좋아요
🍪 하와이안 호스트의 핵심인 고소한 마카다미아가 많이 박혀 있어서 정말 좋아요
🍪 미묘하게 인공적인 맛은 나지만 퀄리티 나쁘지 않아요
🍪 카라멜 쿠키 역시 브라우니와 쿠키 중간 식감, 쫀득 쿠키
🍪 카라멜맛 정말 많이나는 정체성 확실한 쿠키
🍪 카라멜 쿠키 역시 마카다미아 적절히 들어 있어요
🍪 외국 쿠키스러움이 확 느껴지는 두 쿠키
🍪 둘 다 나쁘지 않아요",2024-05-17T15:18:46Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,1382,21,0,PT1M,KR,https://www.youtube.com/watch?v=cN_9RsETh9E
ASf6YWWDMsE,GS25깜자바나나우유슈 #GS25 #깜자바나나우유슈 #바나나우유슈 #깜자 #바나나우유맛 #슈 #슈크림 #디저트 #GS25신상 #편의점신상 #신상디저트 #new #dessert,"GS25신상
🍌 깜자 바나나우유 슈
🍌 칼로리 210kcal 가격 2,200원
GS25에서 10%할인해서 1,980원
🍌 깜자 띠부씰도 들어있어요!
🍌 일단 구입해서 바로 가르니까 크림이 흐르듯 터져 나와서 당황했어요😅
🍌 ​크림이 흐르는 질감이라 먹기 시작하면 흐르기 전에 후다닥 드세요!
🍌 냄새는 바나나향 많이나고, 빵피는 전형적인 슈 질감, 크림은 흐르듯 정말 부드러워요, 아이스크림 녹은 거 같아요!
🍌 바나나 퓨레가 들어간 크림이라 그런가 그래도 인공적인 맛 좀 덜 한 바나나맛
🍌 유크림의 밀키함과 바나나의 달달 풍미가 합쳐져 나쁘지 않은 맛의 디저트
🍌 또 하나 사서 살짝 얼려 먹었는데, 먹기도 편하고 바나나 아이스크림이 들어간 슈 같아서 이렇게 먹는 것도 좋은 듯
🍌 살짝 얼려먹는 거 추천해요!",2024-05-17T12:33:13Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,2589,41,7,PT1M,KR,https://www.youtube.com/watch?v=ASf6YWWDMsE
t_9-VwtT94M,GS25 칸쵸타드 #GS25 #칸쵸 #칸쵸타드 #카스타드 #과자 #간식 #롯데 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🌕 칸쵸타드
🌕 칼로리 155kcal 가격 1,200원
GS25에서 10%할인해서 1,080원
🌕 은색 칸쵸 과자봉지 하나
🌕 한 봉지에 과자 22알
🌕 냄새부터 달달한 카스타드 향
🌕 카스타드 크림이 안에 꽉 차 있어요
🌕 식감은 칸쵸 특유의 아삭오독함 그대로
🌕 ​안에 필링은 카스타드 크림 꾸덕버전
🌕 예상보다 카스타드 맛 잘 구현
🌕 카스타드 크림이 생각보다 더 칸쵸랑 정말 잘 어울려서 괜찮았어요
🌕 카스타드 풍미도 좋고 적당히 고소 달달해서 아무 생각 없이 먹으면 한 통 순삭 할 거 같아요
🌕 맛있어요!",2024-05-10T08:54:48Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,946,18,1,PT46S,KR,https://www.youtube.com/watch?v=t_9-VwtT94M
DpZsSUwTZjc,GS25쿠캣우유팩푸딩 #GS25 #쿠캣 #우유팩푸딩 #우유푸딩 #푸딩 #우유팩 #바닐라향 #가벼운 #팩푸딩 #젤리 #달달한 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🥛 쿠캣 우유팩 푸딩
🥛 칼로리 250kcal 가격 3,800원
🥛 푸딩 들어있는 우유팩 하나
🥛 우유팩 열면 하얗고 뽀얀 푸딩 들어있어요
🥛 탱글매끈한 푸딩
🥛 달달한 바닐라향 나는 푸딩
🥛 보기엔 젤리같이 탄력만 있어 보이는데 먹을 때 으스러지면서 찐득찐득함도 느껴져요
🥛 ​먹으면 바닐라향과 연유의 달달함이 느껴지는 맛
🥛 달달함이 꽤 강해요
🥛 농후한 바닐라 맛이 나는 푸딩은 아니지만 가볍게 시원 달달한 간식으로 먹기 좋은 푸딩",2024-05-03T06:20:20Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,1039,23,0,PT47S,KR,https://www.youtube.com/watch?v=DpZsSUwTZjc
xrdD653vVYs,GS25 핑크푸냥이 푸딩젤리 2입 #GS25 #푸냥이 #사전예약 #복숭아맛 #쉐킷 #놀이 #재밌는 #투명젤리 #상큼 #여름디저트 #디저트 #GS25신상 #편의점신상 #신상디저트,"GS25신상
🐱 핑크 푸냥이 푸딩젤리
🐱 칼로리 105kcal 2개 가격 5,000원
🐱 청주 SNS 인기 카페의 시그니처 메뉴 푸냥이 푸딩을 벤치마킹한 상온푸딩 젤리 푸냥이
🐱 사전예약으로만 판매해서 예약해서 겟!
🐱 종이트레이, 푸냥이젤리, 종이수저 하나
🐱 투명 핑크핑크한 푸냥이 젤리, 모양도 귀엽고 색감도 예뻐요
🐱 상큼한 복숭아향 나는 젤리
🐱 ​맛도 적당히 달달하고 상큼한 복숭아맛
🐱 냉장해서 먹으니 과일맛에 수분감 많고 시원 달달해서 여름 디저트로 좋을 듯
🐱 식감 아주 쫠깃한 젤리, 수저로 잘라먹기 쉽지 않아요
🐱 탄력이 이 정도라서 쉐킷놀이 가능한 듯
🐱 재밌고 모양도 예쁜 디저트",2024-05-01T03:51:03Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,972,14,0,PT56S,KR,https://www.youtube.com/watch?v=xrdD653vVYs
Wh7V4wH2VVo,GS25 성수베이글 솔티드 페퍼 크림치즈 #GS25 #성수베이글 #솔티드페퍼크림치즈 #단짠후추맛 #베이글 #디저트 #GS25신상 #편의점신상 #new #dessert #신상디저트,"GS25신상
🥯 성수베이글 솔티드 페퍼 크림치즈
🥯 445kcal, 가격 3,700원 10%할인 3,330원
🥯 반죽 결이 보이게 구워진 갈색 베이글 하나
🥯 식사 빵같이 꾸밈없는 고소한 냄새의 빵
🥯 빵피 질감은 쫄깃하고 맛은 담백해요, 좀 더 씹으면 빵피의 은은한 단맛도 느껴져요 
🥯 가끔 씹혀 터지는 갈아 넣은 통후추 입자가 굉장히 매콤해요
🥯 크림치즈 질감은 찐득하면서도 크리미해요
🥯 맛은 단짠한데 양파 분말같은 맛이 느껴지고, 후추 뿌린 고소한 크림스프같은 맛도 느껴져요
🥯 크림에도 통후추 갈아 넣은 입자가 있어서 중간중간 매콤해요
🥯 전체적으로 빵에도 후추를 넣고, 크림에도 넣어서 후추 풍미를 다양하게 살린 빵
🥯 맛이 단순하지 않아요, 굉장히 복잡하고, 풍미가 강한 요리 같은 빵
🥯 빵피는 쫄깃하고 괜찮긴한데, 역시 크림치즈 양은 아쉬워요
🥯 이번 맛은 후추때문에 호불호 있을 거 같기도 해요",2024-06-28T08:14:18Z,UCjK6O2LrsctJXPNyqad4HPw,Findoutdessert,24,4393,49,0,PT59S,KR,https://www.youtube.com/watch?v=Wh7V4wH2VVo
